symbol,date,feature,horizon,variant,n,rank_ic,ic,tstat,edge_bps,p_value
APP,2026-01-22,micro_price_zscore,300,count_window,170,-0.07126003292607266,-0.016470066240016155,-0.9259896676044688,,
APP,2026-01-22,micro_price_zscore,300,horizon_window,102,-0.035674098534924883,-0.06953780611942746,-0.3569682039048526,,
APP,2026-01-22,realized_vol_30s_zscore,300,count_window,124,0.09826539296774975,0.040501922783480755,1.0906552453762366,,
APP,2026-01-22,realized_vol_30s_zscore,300,horizon_window,82,0.1443715240365255,0.08050291745446794,1.3049696112838465,,
APP,2026-01-22,kyle_lambda_60s_zscore,300,count_window,158,-0.03658788666830422,-0.0863347922708357,-0.4572887406705926,,
APP,2026-01-22,kyle_lambda_60s_zscore,300,horizon_window,92,0.00776782824468659,-0.08341603600194379,0.07369431253842847,,
APP,2026-01-22,kyle_alignment,300,kyle_legacy_win,92,-0.010434166114390518,0.0004240927565014868,-0.09899258011605364,,
APP,2026-01-22,kyle_alignment,300,kyle_causal_win,92,0.00776782824468659,-0.08341603600194379,0.07369431253842847,,
APP,2026-01-22,ofi_kyle_input,300,ofi_ewma_zscore,84,-0.09575782120076946,-0.27668601141275195,-0.8711270749477601,-18.85280456150755,
APP,2026-01-22,ofi_kyle_input,300,ofi_integrated,88,-0.01741749145856081,-0.049903377871089956,-0.16154767707331616,0.2686165351215453,
APP,2026-01-22,h8_disloc_lambda,300,lambda_elevated|incl,35,-0.03361344537815126,-0.10007107666724036,-0.19320372052474125,-2.9193194731820507,0.8491382885871193
APP,2026-01-22,h8_disloc_lambda,300,lambda_baseline|incl,47,-0.026133209990749307,-0.15377617898128815,-0.17536679516498452,,0.8623467847906707
APP,2026-01-22,h8_disloc_lambda,300,lambda_elevated|primary,33,0.008021390374331552,-0.09197412032393577,0.04466264834743546,6.144661929770442,0.964955493404958
APP,2026-01-22,h8_disloc_lambda,300,lambda_baseline|primary,42,0.0002430921319179969,-0.14374469327203662,0.0015374496816808335,,0.9987887240087396
APP,2026-01-22,h8_disloc_lambda,300,lambda_elevated|binary,1,,,,,
APP,2026-01-22,h8_disloc_lambda,300,lambda_baseline|binary,3,-0.5,-0.6333705510586158,-0.5773502691896257,,1.0
APP,2026-01-22,h8_disloc_lambda,300,lambda_contrast|primary,33,0.007778298242413555,,0.0433090419175622,,
APP,2026-01-26,ofi_ewma_zscore,300,count_window,102,0.12455349907139915,0.0584748435770675,1.2553102252286956,,
APP,2026-01-26,ofi_ewma_zscore,300,horizon_window,80,0.1456165025785279,0.07920636851188904,1.2999056791367825,,
APP,2026-01-26,micro_price_zscore,300,count_window,102,0.04352829084470084,-0.009187701289241562,0.4356958632602327,,
APP,2026-01-26,micro_price_zscore,300,horizon_window,82,0.13947388469868635,0.005607008106935796,1.2598060082680322,,
APP,2026-01-26,realized_vol_30s_zscore,300,count_window,102,0.11524564060299715,0.020377167690572608,1.160186702727216,,
APP,2026-01-26,realized_vol_30s_zscore,300,horizon_window,80,0.011415846225972809,0.021520084474166944,0.10082859423772583,,
APP,2026-01-26,kyle_lambda_60s_zscore,300,count_window,102,0.06388768426535521,0.21933348674366604,0.6401846790267275,,
APP,2026-01-26,kyle_lambda_60s_zscore,300,horizon_window,83,0.06124847823349146,0.2758399789423112,0.5522731696139282,,
APP,2026-01-26,kyle_alignment,300,kyle_legacy_win,83,-0.02531379874900298,0.009211509010514013,-0.22789721738933666,,
APP,2026-01-26,kyle_alignment,300,kyle_causal_win,83,0.06124847823349146,0.2758399789423112,0.5522731696139282,,
APP,2026-01-26,ofi_kyle_input,300,ofi_ewma_zscore,80,0.1456165025785279,0.07920636851188904,1.2999056791367825,6.86847680113003,
APP,2026-01-26,ofi_kyle_input,300,ofi_integrated,80,0.12894983591186124,0.09609926107984226,1.148442323979634,3.7570794243543886,
APP,2026-01-26,h8_disloc_lambda,300,lambda_elevated|incl,41,0.03937282229965157,-0.19909255684638608,0.24607400474546257,-30.246569160663405,0.8081325143311582
APP,2026-01-26,h8_disloc_lambda,300,lambda_baseline|incl,39,0.3431174089068826,0.3064972949969477,2.2219933272706385,,0.031894530011133494
APP,2026-01-26,h8_disloc_lambda,300,lambda_elevated|primary,35,0.02492997198879552,-0.19680509331744206,0.14325630993436692,-33.834029516274974,0.8878269315466722
APP,2026-01-26,h8_disloc_lambda,300,lambda_baseline|primary,32,0.35997067448680353,0.2726856758747346,2.1133091852650954,,0.0424164195273425
APP,2026-01-26,h8_disloc_lambda,300,lambda_elevated|binary,2,,,,,
APP,2026-01-26,h8_disloc_lambda,300,lambda_baseline|binary,0,,,,,
APP,2026-01-26,h8_disloc_lambda,300,lambda_contrast|primary,32,-0.335040702498008,,-1.9476612030604274,,
APP,2026-01-27,ofi_ewma_zscore,300,count_window,106,0.27809373500989654,0.21348605475504784,2.9524742341817856,,
APP,2026-01-27,ofi_ewma_zscore,300,horizon_window,81,0.29523486901535684,0.09489980949614618,2.746532399028656,,
APP,2026-01-27,micro_price_zscore,300,count_window,159,-0.1286095781728836,-0.04702947138566145,-1.6249682627221569,,
APP,2026-01-27,micro_price_zscore,300,horizon_window,90,0.011976787257686134,0.03303493252762373,0.11236028237233765,,
APP,2026-01-27,realized_vol_30s_zscore,300,count_window,105,-0.030692618553881234,0.029808479845555114,-0.3116428816754071,,
APP,2026-01-27,realized_vol_30s_zscore,300,horizon_window,80,-0.05377402719174871,0.008053427578046064,-0.47560749105253625,,
APP,2026-01-27,kyle_lambda_60s_zscore,300,count_window,136,0.06555054719304458,0.04333048926611515,0.7604379551131494,,
APP,2026-01-27,kyle_lambda_60s_zscore,300,horizon_window,82,0.06775067750677506,0.10739870137619952,0.607376059946553,,
APP,2026-01-27,kyle_alignment,300,kyle_legacy_win,82,-0.07904789891272407,-0.027429868686105675,-0.7092452586113561,,
APP,2026-01-27,kyle_alignment,300,kyle_causal_win,82,0.06775067750677506,0.10739870137619952,0.607376059946553,,
APP,2026-01-27,ofi_kyle_input,300,ofi_ewma_zscore,81,0.29523486901535684,0.09489980949614618,2.746532399028656,8.072209692375637,
APP,2026-01-27,ofi_kyle_input,300,ofi_integrated,82,-0.1164005615959774,-0.056806121368251805,-1.048243867677178,-11.819861710085632,
APP,2026-01-27,h8_disloc_lambda,300,lambda_elevated|incl,42,-0.17867271695972772,-0.060507682269992064,-1.1485066043914824,0.6213515684700202,0.2593548879157629
APP,2026-01-27,h8_disloc_lambda,300,lambda_baseline|incl,39,-0.03765182186234818,-0.03154742679826254,-0.22918960527191656,,0.82118759399749
APP,2026-01-27,h8_disloc_lambda,300,lambda_elevated|primary,40,-0.18818011257035647,-0.06676640611651695,-1.1811214038741302,-0.49888411043671427,0.24667600062272355
APP,2026-01-27,h8_disloc_lambda,300,lambda_baseline|primary,36,-0.029343629343629343,-0.03236411202598947,-0.1711750019899092,,0.8660996988571847
APP,2026-01-27,h8_disloc_lambda,300,lambda_elevated|binary,4,-0.2,-0.8082628856530528,-0.2886751345948129,,0.8393440770479637
APP,2026-01-27,h8_disloc_lambda,300,lambda_baseline|binary,1,,,,,
APP,2026-01-27,h8_disloc_lambda,300,lambda_contrast|primary,36,-0.1588364832267271,,-0.9380768696435672,,
APP,2026-04-01,ofi_ewma_zscore,300,count_window,113,-0.04988078542788612,-0.0689105517953318,-0.5261816862895002,,
APP,2026-04-01,ofi_ewma_zscore,300,horizon_window,80,-0.0872948898265354,-0.06669839773716871,-0.7739220279144069,,
APP,2026-04-01,micro_price_zscore,300,count_window,113,-0.16953543788441466,-0.03524510080892226,-1.8124028498639337,,
APP,2026-04-01,micro_price_zscore,300,horizon_window,84,-0.23646856332894603,-0.10302773026434363,-2.203816031746808,,
APP,2026-04-01,realized_vol_30s_zscore,300,count_window,113,0.03647059501564445,0.03849779951175365,0.3844973571266297,,
APP,2026-04-01,realized_vol_30s_zscore,300,horizon_window,80,-0.035654008438818566,-0.05978017717532809,-0.315088011395242,,
APP,2026-04-01,kyle_lambda_60s_zscore,300,count_window,113,-0.015222445974986235,-0.024576782891107405,-0.16039700496714132,,
APP,2026-04-01,kyle_lambda_60s_zscore,300,horizon_window,80,-0.0376699484294421,-0.16978602220747194,-0.33292827701120914,,
APP,2026-04-01,kyle_alignment,300,kyle_legacy_win,80,0.08084857008907642,0.08128231324713163,0.7163803830154717,,
APP,2026-04-01,kyle_alignment,300,kyle_causal_win,80,-0.0376699484294421,-0.16978602220747194,-0.33292827701120914,,
APP,2026-04-01,ofi_kyle_input,300,ofi_ewma_zscore,80,-0.0872948898265354,-0.06669839773716871,-0.7739220279144069,-22.903004268958927,
APP,2026-04-01,ofi_kyle_input,300,ofi_integrated,82,-0.06895913714111064,0.1517368178704995,-0.6182610528077558,4.344428861445772,
APP,2026-04-01,h8_disloc_lambda,300,lambda_elevated|incl,36,-0.11068211068211069,0.273699102864715,-0.6493718948680537,28.529378284964064,0.5231899353118892
APP,2026-04-01,h8_disloc_lambda,300,lambda_baseline|incl,44,-0.010711768851303736,0.1629474204120152,-0.06942417939515648,,0.9453148563710914
APP,2026-04-01,h8_disloc_lambda,300,lambda_elevated|primary,34,-0.09457601222307105,0.2701754380450754,-0.5374115871289232,38.798443011720046,0.5973914534352355
APP,2026-04-01,h8_disloc_lambda,300,lambda_baseline|primary,38,0.007550060181639129,0.18655696263733246,0.0453016522825366,,0.964372253665109
APP,2026-04-01,h8_disloc_lambda,300,lambda_elevated|binary,2,,,,,
APP,2026-04-01,h8_disloc_lambda,300,lambda_baseline|binary,2,,,,,
APP,2026-04-01,h8_disloc_lambda,300,lambda_contrast|primary,34,-0.10212607240471018,,-0.5807487726050741,,
APP,2026-04-02,ofi_ewma_zscore,300,count_window,103,-0.016186761005368182,-0.03347439738762422,-0.16269625033156074,,
APP,2026-04-02,ofi_ewma_zscore,300,horizon_window,80,-0.008673230192217534,-0.03855189061433877,-0.07660277626940054,,
APP,2026-04-02,micro_price_zscore,300,count_window,103,0.00475004599034758,0.023204675028071452,0.047737909954360315,,
APP,2026-04-02,micro_price_zscore,300,horizon_window,80,-0.09927332395686826,0.011707890127894967,-0.8811107661081544,,
APP,2026-04-02,realized_vol_30s_zscore,300,count_window,103,-0.06177937906418945,-0.09252193250017449,-0.6220633223747447,,
APP,2026-04-02,realized_vol_30s_zscore,300,horizon_window,80,-0.11549460853258321,-0.08950561532827692,-1.026892619458378,,
APP,2026-04-02,kyle_lambda_60s_zscore,300,count_window,103,-0.03351748224566679,-0.14400768672310782,-0.3370358976089723,,
APP,2026-04-02,kyle_lambda_60s_zscore,300,horizon_window,80,-0.10452414439756212,-0.16858441013032321,-0.9282166949144155,,
APP,2026-04-02,kyle_alignment,300,kyle_legacy_win,80,-0.09847632442569151,-0.05996066479132681,-0.873967359296818,,
APP,2026-04-02,kyle_alignment,300,kyle_causal_win,80,-0.10452414439756212,-0.16858441013032321,-0.9282166949144155,,
APP,2026-04-02,ofi_kyle_input,300,ofi_ewma_zscore,80,-0.008673230192217534,-0.03855189061433877,-0.07660277626940054,-18.880290837490662,
APP,2026-04-02,ofi_kyle_input,300,ofi_integrated,81,-0.23186802020471228,-0.14903629336686217,-2.118626429556617,-17.764275993653378,
APP,2026-04-02,h8_disloc_lambda,300,lambda_elevated|incl,42,-0.013208005834211166,0.1413632591181807,-0.08354205090226055,16.170854187428183,0.9342580505429697
APP,2026-04-02,h8_disloc_lambda,300,lambda_baseline|incl,38,-0.3596673596673597,-0.14353007984322017,-2.3127735990540352,,0.025918787906593455
APP,2026-04-02,h8_disloc_lambda,300,lambda_elevated|primary,39,-0.053643724696356275,0.01151206025062726,-0.3267725456783069,-0.7617510013825495,0.7473226846972781
APP,2026-04-02,h8_disloc_lambda,300,lambda_baseline|primary,33,-0.37533422459893045,-0.13834752588538468,-2.2546079431261616,,0.03066369000390841
APP,2026-04-02,h8_disloc_lambda,300,lambda_elevated|binary,3,0.5,0.1993321792609402,0.5773502691896257,,1.0
APP,2026-04-02,h8_disloc_lambda,300,lambda_baseline|binary,0,,,,,
APP,2026-04-02,h8_disloc_lambda,300,lambda_contrast|primary,33,0.3216904999025742,,1.891647664317989,,
APP,2026-04-07,ofi_ewma_zscore,300,count_window,119,0.011659326486190122,0.14017955091783893,0.12612347134703114,,
APP,2026-04-07,ofi_ewma_zscore,300,horizon_window,95,0.05292553191489362,0.2617921946311151,0.5111116886416093,,
APP,2026-04-07,micro_price_zscore,300,count_window,119,0.13245264207377866,0.10958820193969865,1.4454295736104057,,
APP,2026-04-07,micro_price_zscore,300,horizon_window,106,0.07110360984457263,0.03941773353634395,0.7269573643727915,,
APP,2026-04-07,realized_vol_30s_zscore,300,count_window,119,0.06212587670391741,-0.05792676714622875,0.6732946904869698,,
APP,2026-04-07,realized_vol_30s_zscore,300,horizon_window,89,0.22938372488934286,0.22920311134807528,2.1981605478298167,,
APP,2026-04-07,kyle_lambda_60s_zscore,300,count_window,119,-0.0033869632898808296,0.16544673631490198,-0.03663581956421566,,
APP,2026-04-07,kyle_lambda_60s_zscore,300,horizon_window,93,-0.14350511772253888,-0.1947494217456325,-1.383268996070532,,
APP,2026-04-07,kyle_alignment,300,kyle_legacy_win,93,0.11802094834531945,0.3181225093266377,1.1337719043162409,,
APP,2026-04-07,kyle_alignment,300,kyle_causal_win,93,-0.14350511772253888,-0.1947494217456325,-1.383268996070532,,
APP,2026-04-07,ofi_kyle_input,300,ofi_ewma_zscore,95,0.05292553191489362,0.2617921946311151,0.5111116886416093,22.432411740751125,
APP,2026-04-07,ofi_kyle_input,300,ofi_integrated,101,0.15949912638322655,0.06293829453473473,1.6075763503075537,20.492208837397403,
APP,2026-04-07,h8_disloc_lambda,300,lambda_elevated|incl,50,-0.09512605042016807,-0.31175448029543285,-0.6620548729245751,-9.074768130127202,0.5130285748502407
APP,2026-04-07,h8_disloc_lambda,300,lambda_baseline|incl,42,0.2452799611052589,0.22791597089400464,1.600168157376063,,0.11789978181962252
APP,2026-04-07,h8_disloc_lambda,300,lambda_elevated|primary,46,-0.06530989824236817,-0.30100059687374947,-0.4341437391882504,-2.2071687207526933,0.6680133856777253
APP,2026-04-07,h8_disloc_lambda,300,lambda_baseline|primary,39,0.20587044534412954,0.20462095120545293,1.2796725699118638,,0.21015803796976526
APP,2026-04-07,h8_disloc_lambda,300,lambda_elevated|binary,14,-0.5208791208791209,-0.6240445326482615,-2.1137697332062513,-39.521267934036956,0.05542857228200803
APP,2026-04-07,h8_disloc_lambda,300,lambda_baseline|binary,11,0.16363636363636364,0.14229860306735576,0.4976166020227778,,0.6404767887551394
APP,2026-04-07,h8_disloc_lambda,300,lambda_contrast|primary,39,-0.27118034358649773,,-1.7137420209686802,,
APP,2026-04-10,ofi_ewma_zscore,300,count_window,114,0.12769883750533892,0.09226294786192173,1.3625930299266598,,
APP,2026-04-10,ofi_ewma_zscore,300,horizon_window,80,0.14716361931551805,0.06296017701162097,1.3140207388625655,,
APP,2026-04-10,micro_price_zscore,300,count_window,114,0.01786929332858115,0.056966703787103876,0.1891410248843586,,
APP,2026-04-10,micro_price_zscore,300,horizon_window,84,-0.08923762275994736,-0.006644517988238287,-0.8113179054197074,,
APP,2026-04-10,realized_vol_30s_zscore,300,count_window,114,-0.10358502659198049,-0.09033503764829247,-1.1021698899611911,,
APP,2026-04-10,realized_vol_30s_zscore,300,horizon_window,80,-0.05721987810595405,-0.13928058574313992,-0.5061816078756232,,
APP,2026-04-10,kyle_lambda_60s_zscore,300,count_window,114,0.009220683676796085,-0.043850158131521266,0.0975866922548062,,
APP,2026-04-10,kyle_lambda_60s_zscore,300,horizon_window,81,0.025700090334236675,0.02541399314259879,0.22850287436025754,,
APP,2026-04-10,kyle_alignment,300,kyle_legacy_win,81,-0.02886178861788618,-0.02861086508036682,-0.2566361000366612,,
APP,2026-04-10,kyle_alignment,300,kyle_causal_win,81,0.025700090334236675,0.02541399314259879,0.22850287436025754,,
APP,2026-04-10,ofi_kyle_input,300,ofi_ewma_zscore,80,0.14716361931551805,0.06296017701162097,1.3140207388625655,8.400386188377759,
APP,2026-04-10,ofi_kyle_input,300,ofi_integrated,82,-0.030680989540819104,0.2399432184208566,-0.274548362705117,20.69423637531844,
APP,2026-04-10,h8_disloc_lambda,300,lambda_elevated|incl,37,0.04623044096728307,-0.040698258510284926,0.27379571912298234,3.7549565503584392,0.7873450756208802
APP,2026-04-10,h8_disloc_lambda,300,lambda_baseline|incl,43,-0.35608577469042585,0.18422831297409129,-2.439995148243912,,0.018510759771684104
APP,2026-04-10,h8_disloc_lambda,300,lambda_elevated|primary,30,0.11991101223581757,-0.02684398382944423,0.6391209207079988,10.455993275520783,0.5312570533316419
APP,2026-04-10,h8_disloc_lambda,300,lambda_baseline|primary,39,-0.3728744939271255,0.20236468972700028,-2.4443921956972385,,0.018745895213491924
APP,2026-04-10,h8_disloc_lambda,300,lambda_elevated|binary,1,,,,,
APP,2026-04-10,h8_disloc_lambda,300,lambda_baseline|binary,1,,,,,
APP,2026-04-10,h8_disloc_lambda,300,lambda_contrast|primary,30,0.4927855061629431,,2.9966940742326353,,
APP,2026-04-16,ofi_ewma_zscore,300,count_window,118,0.05598132829302377,0.04262830451985368,0.6038843598477552,,
APP,2026-04-16,ofi_ewma_zscore,300,horizon_window,79,0.017039922103213243,-0.010764088743320136,0.14954642226658194,,
APP,2026-04-16,micro_price_zscore,300,count_window,118,-0.021981674025542422,-0.0477465983428925,-0.23680709352382823,,
APP,2026-04-16,micro_price_zscore,300,horizon_window,87,0.11781001676751476,0.09047758364440855,1.0937715454676809,,
APP,2026-04-16,realized_vol_30s_zscore,300,count_window,118,-0.04577200635072144,0.010399197653357431,-0.49349682336858314,,
APP,2026-04-16,realized_vol_30s_zscore,300,horizon_window,80,-0.07780121894045945,-0.05565172229957182,-0.6892108337066217,,
APP,2026-04-16,kyle_lambda_60s_zscore,300,count_window,118,0.007823056550271894,0.07931973759413218,0.08425947602591786,,
APP,2026-04-16,kyle_lambda_60s_zscore,300,horizon_window,84,0.08741520704667409,0.10947499006255987,0.7946202015883888,,
APP,2026-04-16,kyle_alignment,300,kyle_legacy_win,84,-0.08802267895109851,0.00043790904074525287,-0.8001852009670433,,
APP,2026-04-16,kyle_alignment,300,kyle_causal_win,84,0.08741520704667409,0.10947499006255987,0.7946202015883888,,
APP,2026-04-16,ofi_kyle_input,300,ofi_ewma_zscore,79,0.017039922103213243,-0.010764088743320136,0.14954642226658194,-16.368053133587242,
APP,2026-04-16,ofi_kyle_input,300,ofi_integrated,81,0.23231707317073172,0.19268538026595686,2.122963363524896,35.93075201474017,
APP,2026-04-16,h8_disloc_lambda,300,lambda_elevated|incl,33,0.18716577540106952,-0.09629245745099349,1.060841766558391,23.95326135574847,0.29955976094649694
APP,2026-04-16,h8_disloc_lambda,300,lambda_baseline|incl,48,0.022796352583586626,0.10301250580978498,0.15465257529293192,,0.8784384307634489
APP,2026-04-16,h8_disloc_lambda,300,lambda_elevated|primary,30,0.08387096774193549,-0.3067201565599417,0.4453726613878956,0.8660584507000721,0.6622328006861543
APP,2026-04-16,h8_disloc_lambda,300,lambda_baseline|primary,47,0.04278445883441258,0.1120847665824031,0.2872699206543356,,0.7764308036572543
APP,2026-04-16,h8_disloc_lambda,300,lambda_elevated|binary,5,1.0,0.963571013209015,inf,98.45124047604378,0.0
APP,2026-04-16,h8_disloc_lambda,300,lambda_baseline|binary,5,0.0,0.4078746179235154,0.0,,1.0
APP,2026-04-16,h8_disloc_lambda,300,lambda_contrast|primary,30,0.04108650890752291,,0.21759310678666285,,
APP,2026-04-22,ofi_ewma_zscore,300,count_window,115,0.07999599663425495,0.18899440467418235,0.8531031465533014,,
APP,2026-04-22,ofi_ewma_zscore,300,horizon_window,82,0.11768483146678857,0.15359335264647384,1.0599708742808316,,
APP,2026-04-22,micro_price_zscore,300,count_window,116,-0.20021566181496606,-0.13252965460496618,-2.1818976786423017,,
APP,2026-04-22,micro_price_zscore,300,horizon_window,89,-0.3161048689138577,-0.19565849342867467,-3.107783866214472,,
APP,2026-04-22,realized_vol_30s_zscore,300,count_window,116,0.04245992165120476,-0.009920927526533152,0.45375711742747743,,
APP,2026-04-22,realized_vol_30s_zscore,300,horizon_window,79,0.18412852969814994,0.17196085936351863,1.6438271608236676,,
APP,2026-04-22,kyle_lambda_60s_zscore,300,count_window,116,-0.023809992316089254,-0.08871360373343329,-0.25429324277827103,,
APP,2026-04-22,kyle_lambda_60s_zscore,300,horizon_window,85,-0.08329099081493062,-0.04661467256782274,-0.7614629187158751,,
APP,2026-04-22,kyle_alignment,300,kyle_legacy_win,85,-0.04109829978503029,-0.08119874338668609,-0.3747399452055119,,
APP,2026-04-22,kyle_alignment,300,kyle_causal_win,85,-0.08329099081493062,-0.04661467256782274,-0.7614629187158751,,
APP,2026-04-22,ofi_kyle_input,300,ofi_ewma_zscore,82,0.11768483146678857,0.15359335264647384,1.0599708742808316,29.012774491240425,
APP,2026-04-22,ofi_kyle_input,300,ofi_integrated,85,-0.3080966992321636,-0.30894633301215807,-2.95041743409272,-29.67233248915545,
APP,2026-04-22,h8_disloc_lambda,300,lambda_elevated|incl,39,-0.36700404858299596,-0.38259807241673555,-2.399862450837902,-21.0826102359604,0.020902646130429147
APP,2026-04-22,h8_disloc_lambda,300,lambda_baseline|incl,42,-0.3370067255489831,-0.42603268748484785,-2.2638476996620214,,0.02851009822043637
APP,2026-04-22,h8_disloc_lambda,300,lambda_elevated|primary,35,-0.3464985994397759,-0.36443314938232196,-2.1219357955669067,-18.72572876689693,0.040882329227426156
APP,2026-04-22,h8_disloc_lambda,300,lambda_baseline|primary,34,-0.359816653934301,-0.43189700515945934,-2.1815435430668937,,0.035972410218872715
APP,2026-04-22,h8_disloc_lambda,300,lambda_elevated|binary,5,0.1,-0.08482237641010155,0.17407765595569785,2.076386326971289,0.8871624623021477
APP,2026-04-22,h8_disloc_lambda,300,lambda_baseline|binary,7,-0.32142857142857145,-0.15948097370106762,-0.759014109360084,,0.5051050245846693
APP,2026-04-22,h8_disloc_lambda,300,lambda_contrast|primary,34,0.013318054494525111,,0.07534497544947787,,
RMBS,2025-11-25,ofi_ewma_zscore,300,count_window,80,0.05066837006867403,0.006859126997106372,0.44806645441361853,,
RMBS,2025-11-25,ofi_ewma_zscore,300,horizon_window,77,0.01156737998843262,-0.0011843852705125516,0.10018315194357043,,
RMBS,2025-11-25,micro_price_zscore,300,count_window,88,-0.019865450318762988,-0.03685383854472805,-0.18426096910180825,,
RMBS,2025-11-25,micro_price_zscore,300,horizon_window,78,0.13767245412815032,0.023102161854722504,1.2117390370474512,,
RMBS,2025-11-25,realized_vol_30s_zscore,300,count_window,79,-0.2027422604207253,-0.13461179380267488,-1.8167868985486315,,
RMBS,2025-11-25,realized_vol_30s_zscore,300,horizon_window,71,-0.17894030851777332,-0.17758659939933574,-1.5107738289558132,,
RMBS,2025-11-25,kyle_lambda_60s_zscore,300,count_window,80,-0.04701152726010907,-0.09546321429930185,-0.41565413599866274,,
RMBS,2025-11-25,kyle_lambda_60s_zscore,300,horizon_window,76,-0.03037593984962406,-0.11507189010046844,-0.26142435053889823,,
RMBS,2025-11-25,kyle_alignment,300,kyle_legacy_win,76,0.18485304169514696,0.07150373756125962,1.6180512039935513,,
RMBS,2025-11-25,kyle_alignment,300,kyle_causal_win,76,-0.03037593984962406,-0.11507189010046844,-0.26142435053889823,,
RMBS,2025-11-25,ofi_kyle_input,300,ofi_ewma_zscore,77,0.01156737998843262,-0.0011843852705125516,0.10018315194357043,6.348138176173824,
RMBS,2025-11-25,ofi_kyle_input,300,ofi_integrated,78,0.05537500474209335,-0.20080899552883089,0.48348995313460497,-13.27806232542253,
RMBS,2025-11-25,h8_disloc_lambda,300,lambda_elevated|incl,34,-0.010542398777692896,-0.2125841519904288,-0.059640127684193384,-39.55374138282664,0.9531912449659427
RMBS,2025-11-25,h8_disloc_lambda,300,lambda_baseline|incl,40,0.09080675422138837,0.037822420833749884,0.5620926951680293,,0.5796598128397007
RMBS,2025-11-25,h8_disloc_lambda,300,lambda_elevated|primary,31,-0.03225806451612903,-0.40919246243938173,-0.17380544678845175,-35.48720903610555,0.8644180835583861
RMBS,2025-11-25,h8_disloc_lambda,300,lambda_baseline|primary,34,0.18258212375859434,0.15811243056445617,1.0504987091733318,,0.30390186796685414
RMBS,2025-11-25,h8_disloc_lambda,300,lambda_elevated|binary,19,0.09473684210526316,0.07940126145310904,0.392374770651742,-2.912411899050137,0.7038806827003914
RMBS,2025-11-25,h8_disloc_lambda,300,lambda_baseline|binary,13,0.02197802197802198,0.07767656743972387,0.07291046375867054,,0.9445822391119827
RMBS,2025-11-25,h8_disloc_lambda,300,lambda_contrast|primary,31,-0.21484018827472337,,-1.1846114251184154,,
RMBS,2025-12-01,ofi_ewma_zscore,300,count_window,77,0.1473049091477465,0.22082518162329764,1.2897678437859283,,
RMBS,2025-12-01,ofi_ewma_zscore,300,horizon_window,69,0.3165875045670442,0.324315379670417,2.731900319515529,,
RMBS,2025-12-01,micro_price_zscore,300,count_window,78,-0.03251179200546289,-0.053715532426094836,-0.28358114626876574,,
RMBS,2025-12-01,micro_price_zscore,300,horizon_window,74,0.04687152906330989,0.06326774252031449,0.39815571517742526,,
RMBS,2025-12-01,realized_vol_30s_zscore,300,count_window,77,-0.07450640168728853,-0.1141585434945771,-0.6470427986487097,,
RMBS,2025-12-01,realized_vol_30s_zscore,300,horizon_window,63,-0.01824116743471582,-0.019018740403638167,-0.1424917803884879,,
RMBS,2025-12-01,kyle_lambda_60s_zscore,300,count_window,77,-0.0684057285211717,-0.18156395266762304,-0.5938019173346737,,
RMBS,2025-12-01,kyle_lambda_60s_zscore,300,horizon_window,72,-0.16978583831757668,-0.25585585009643186,-1.441458803881537,,
RMBS,2025-12-01,kyle_alignment,300,kyle_legacy_win,72,-0.0011897871245739277,-0.05910522519340783,-0.00995448031791006,,
RMBS,2025-12-01,kyle_alignment,300,kyle_causal_win,72,-0.16978583831757668,-0.25585585009643186,-1.441458803881537,,
RMBS,2025-12-01,ofi_kyle_input,300,ofi_ewma_zscore,69,0.3165875045670442,0.324315379670417,2.731900319515529,30.74459567454359,
RMBS,2025-12-01,ofi_kyle_input,300,ofi_integrated,73,0.002267713620435518,0.1386053138331499,0.0191081437405789,3.4908445151701044,
RMBS,2025-12-01,h8_disloc_lambda,300,lambda_elevated|incl,38,-0.09355509355509356,-0.2181620739471997,-0.5638033440526857,-16.758519413125864,0.5788244041617536
RMBS,2025-12-01,h8_disloc_lambda,300,lambda_baseline|incl,32,0.13929618768328444,0.3716431914792696,0.7704681185682836,,0.4502238281396549
RMBS,2025-12-01,h8_disloc_lambda,300,lambda_elevated|primary,32,-0.19501466275659823,-0.2437351647470244,-1.089048676912363,-18.766545666651666,0.28741410157516323
RMBS,2025-12-01,h8_disloc_lambda,300,lambda_baseline|primary,27,0.04395604395604396,0.025645066266809496,0.21999285034854363,,0.8293941894512079
RMBS,2025-12-01,h8_disloc_lambda,300,lambda_elevated|binary,25,-0.15615384615384614,-0.20315569658707947,-0.7581884283581415,-18.285102268258388,0.4602299402190536
RMBS,2025-12-01,h8_disloc_lambda,300,lambda_baseline|binary,18,0.1042311661506708,0.15310370566930798,0.41920804992387556,,0.6853620566881892
RMBS,2025-12-01,h8_disloc_lambda,300,lambda_contrast|primary,27,-0.2389707067126422,,-1.2305052363808697,,
RMBS,2025-12-02,ofi_ewma_zscore,300,count_window,75,0.1644439703732022,0.14825951812442825,1.4244010889636056,,
RMBS,2025-12-02,ofi_ewma_zscore,300,horizon_window,63,0.10824692780337941,0.08373235852274791,0.8504326428188653,,
RMBS,2025-12-02,micro_price_zscore,300,count_window,87,-0.0966236843304324,-0.09377537520834593,-0.8950141376872103,,
